[0.0147, 54.0, 0.2658, 3.5, 0.1053, 0.2, 0.1053, 2604748.9474]
[0.4359, 10.3333, 2.8, 0.5, 0.1667, 0.6923, 0.8462, 4025423.985]
[0.3667, 56.0, 0.4493, 3.0, 0.1667, 0.2, 0.2, 2391867.218]
[0.1395, 62.0, 0.3061, 62.0, 0.1667, 0.6923, 0.2353, 909774.4361]
[0.1081, 70.0, 0.7857, 0.9722, 0.6923, 2.2593, 0.2353, 2959099.9248]
[0.974, 60.0, 60.0, 62.0, 0.3158, 0.8462, 0.1053, 835366.8421]
[1.0, 64.0, 70.0, 64.0, 0.2353, 0.1053, 0.3158, 1419864.8872]
[0.3824, 2.0588, 70.0, 8.75, 0.1667, 0.6923, 0.2353, 2373333.8346]
[0.0196, 56.0, 0.1842, 3.4444, 0.1667, 0.6923, 0.1053, 2494432.4812]
[0.7907, 62.0, 0.274, 70.0, 0.1667, 0.6923, 1.7857, 3293233.0827]
[0.1591, 0.8537, 0.6034, 62.0, 0.1667, 0.3333, 0.3333, 534530.8271]
[0.619, 60.0, 60.0, 66.0, 0.6923, 0.8462, 0.6923, 1559093.4586]
[0.0938, 62.0, 5.6667, 1.1, 0.75, 0.2, 0.2, 873060.9023]
[0.1935, 66.0, 0.6744, 0.3882, 0.6923, 0.2353, 0.3929, 3879983.0075]
[0.1159, 8.5, 84.0, 1.5, 0.1667, 0.6923, 0.2353, 0]
[0.129, 4.4286, 0.2373, 0.3538, 0.1053, 0.5714, 0.1053, 0]
[0.075, 62.0, 0.3974, 8.75, 0.1667, 0.0769, 0.2353, 2813010.6015]
[0.4186, 2.2857, 6.4, 70.0, 0.6923, 0.8462, 0.8462, 1654857.7444]
[1.1739, 2.9167, 0.6522, 54.0, 0.1667, 0.6923, 0.75, 4612709.1729]
[0.1923, 9.3333, 56.0, 7.75, 0.0769, 2.2593, 0.3929, 858496.5414]
[0.2188, 2.3077, 7.5, 0.1566, 0.6923, 0.8462, 0.6923, 1165413.5338]
