[0.012, 48.0, 0.2308, 48.0, 0.5, 0.0286, 0.125, 1431906.8466]
[0.4651, 52.0, 2.6667, 0.4483, 0.1667, 0.5, 0.6207, 2193186.2409]
[0.3333, 48.0, 0.5306, 2.0, 0.125, 0.125, 0.125, 1349239.1047]
[0.1974, 52.0, 0.4545, 52.0, 0.1667, 0.5, 0.1892, 602503.555]
[0.0704, 56.0, 0.7647, 0.4308, 0.5, 1.3077, 0.1892, 1051522.2515]
[0.89, 52.0, 52.0, 52.0, 0.0286, 0.125, 0.6207, 645509.8749]
[0.4074, 50.0, 56.0, 50.0, 0.1667, 0.2222, 0.125, 808094.5359]
[0.381, 0.9032, 56.0, 56.0, 0.1667, 0.5, 0.1892, 1170083.6735]
[0.0156, 48.0, 0.1765, 52.0, 0.0286, 0.1892, 0.0286, 1636757.867]
[0.4935, 52.0, 0.2222, 56.0, 0.1667, 0.5, 0.5185, 1719981.501]
[0.1452, 0.549, 0.5714, 52.0, 0.2, 0.122, 0.2222, 631556.3529]
[0.5185, 52.0, 52.0, 56.0, 0.5, 0.6207, 0.6207, 992284.5293]
[0.1, 50.0, 52.0, 0.7368, 0.2222, 0.125, 0.125, 250139.368]
[0.14, 56.0, 0.641, 0.3415, 0.5, 0.1892, 0.2, 1200124.7531]
[0.1216, 52.0, 68.0, 1.2381, 0.1667, 0.5, 0.1892, 0]
[0.1026, 3.7143, 0.1905, 0.2317, 1.0, 0.7368, 0.2222, 0]
[0.08, 52.0, 0.7647, 56.0, 0.2, 0.5, 0.2, 1440652.1396]
[0.8065, 0.8621, 50.0, 56.0, 0.5, 0.6207, 0.5, 1081090.7176]
[1.3214, 2.8, 0.625, 48.0, 0.1667, 0.5, 0.2222, 1778912.2449]
[0.2188, 4.0, 48.0, 52.0, 0.0625, 1.3077, 0.2, 464449.7038]
[0.3077, 0.963, 52.0, 0.1235, 0.5, 0.6207, 0.6207, 533025.8723]
[0.125, 56.0, 1.9231, 0.3134, 0.1667, 0.5, 0.2222, 2275563.9895]
[0.2778, 52.0, 0.275, 56.0, 0.125, 0.1316, 0.6207, 765549.5721]
[200.0, 56.0, 0.0533, 52.0, 0.1316, 0.0286, 0.6207, 1563709.4799]
[0.1613, 50.0, 0.4237, 50.0, 0.2, 0.2222, 0.2, 700019.5523]
[0.5263, 50.0, 0.7568, 52.0, 0.0286, 0.7368, 0.0286, 443343.5155]
[0.14, 1.0, 0.1791, 52.0, 0.2222, 0.125, 0.2222, 366746.9388]
[0.0667, 52.0, 0.3768, 52.0, 0.1892, 0.1892, 0.1892, 0]
[0.57, 0.9286, 0.4194, 2.0833, 0.5, 0.2222, 0.6207, 1289045.3588]
[0.7544, 56.0, 4.0, 56.0, 0.0286, 0.0286, 0.1892, 785186.8334]
[0.4815, 56.0, 0.5385, 0.4333, 0.7368, 0.2222, 0.7368, 717648.2554]
[0.7708, 52.0, 0.6667, 52.0, 0.1667, 0.2, 0.2, 174830.7439]
[0.025, 52.0, 52.0, 0.6538, 0.5, 0.1316, 1.1111, 351982.2251]
[44.0, 56.0, 0.2273, 46.0, 0.1667, 0.6207, 0.6207, 0]
[0.1333, 48.0, 48.0, 2.1667, 0.2, 0.2, 0.1892, 978216.7874]
