[0.0313, 152.0, 152.0, 152.0, 10.3333, 10.3333, 8.0, 3561571.5216]
[1, 25.3333, 1.8205, 1.925, 2.0, 14.4, 14.4, 180741.0903]
[0.0833, 116.0, 124.0, 124.0, 0.25, 1.1667, 3.0, 175092.2701]
[0.0313, 124.0, 1.4688, 1.0417, 0.25, 1.1667, 3.0, 693220.2604]
[0.0094, 154.0, 0.6441, 7.0, 0.25, 8.0, 8.0, 0]
[0.0714, 152.0, 1.25, 2.24, 0.25, 1.1667, 3.0, 0]
[0.0455, 158.0, 0.75, 2.9231, 8.0, 8.0, 4.0, 1618755.0854]
[1, 108.0, 9.5, 108.0, 2.0, 4.0, 2.0, 525293.0024]
[0.0156, 158.0, 152.0, 154.0, 9.0, 4.0, 9.0, 493453.214]
[0.0833, 154.0, 0.4932, 3.4545, 0.25, 1.1667, 3.0, 877733.2791]
[0.1667, 158.0, 3.5, 158.0, 10.3333, 10.3333, 4.0, 1374448.5761]
